Original_Exercise,Predicted_Exercise,Accuracy
bicep_curl,lateral_raise,0.151
bicep_curl,tricep_extension,0.079
bicep_curl,push_ups,0.217
bicep_curl,bicep_curl,0.129
bicep_curl,bicep_curl,0.263
bicep_curl,bicep_curl,0.32
bicep_curl,tricep_extension,0.204
bicep_curl,tricep_extension,0.215
bicep_curl,push_ups,0.274
bicep_curl,tricep_extension,0.111
bicep_curl,tricep_extension,0.211
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.109
bicep_curl,tricep_extension,0.103
bicep_curl,lateral_raise,0.118
bicep_curl,lateral_raise,0.088
bicep_curl,lateral_raise,0.094
bicep_curl,lateral_raise,0.266
bicep_curl,lateral_raise,0.297
bicep_curl,lateral_raise,0.015
bicep_curl,tricep_extension,0.168
bicep_curl,lateral_raise,0.254
bicep_curl,tricep_extension,0.105
bicep_curl,bicep_curl,0.22
bicep_curl,bicep_curl,0.183
bicep_curl,bicep_curl,0.258
bicep_curl,bicep_curl,0.266
bicep_curl,bicep_curl,0.146
bicep_curl,bicep_curl,0.26
bicep_curl,tricep_extension,0.113
bicep_curl,,0
bicep_curl,tricep_extension,0.005
bicep_curl,,0
bicep_curl,lateral_raise,0.133
bicep_curl,tricep_extension,0.24
bicep_curl,bicep_curl,0.145
bicep_curl,tricep_extension,0.144
bicep_curl,bicep_curl,0.138
bicep_curl,bicep_curl,0.208
bicep_curl,bicep_curl,0.409
bicep_curl,push_ups,0.091
bicep_curl,bicep_curl,0.215
bicep_curl,bicep_curl,0.157
bicep_curl,bicep_curl,0.169
bicep_curl,push_ups,0.091
push_ups,,0
push_ups,lateral_raise,0.046
push_ups,tricep_extension,0.011
push_ups,lateral_raise,0.22
push_ups,lateral_raise,0.114
push_ups,bicep_curl,0.115
push_ups,tricep_extension,0.237
push_ups,tricep_extension,0.089
push_ups,tricep_extension,0.266
push_ups,push_ups,0.073
push_ups,,0
push_ups,tricep_extension,0.268
push_ups,push_ups,0.074
push_ups,tricep_extension,0.088
push_ups,tricep_extension,0.024
push_ups,tricep_extension,0.236
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,tricep_extension,0.06
push_ups,tricep_extension,0.198
push_ups,tricep_extension,0.175
push_ups,push_ups,0.155
push_ups,tricep_extension,0.173
push_ups,push_ups,0.159
push_ups,tricep_extension,0.289
push_ups,tricep_extension,0.246
push_ups,tricep_extension,0.159
push_ups,bicep_curl,0.118
push_ups,bicep_curl,0.233
push_ups,tricep_extension,0.297
push_ups,bicep_curl,0.161
push_ups,tricep_extension,0.198
push_ups,tricep_extension,0.276
push_ups,tricep_extension,0.241
push_ups,bicep_curl,0.122
push_ups,push_ups,0.262
push_ups,bicep_curl,0.071
push_ups,tricep_extension,0.022
push_ups,tricep_extension,0.238
push_ups,tricep_extension,0.205
push_ups,tricep_extension,0.196
push_ups,push_ups,0.389
push_ups,tricep_extension,0.244
push_ups,tricep_extension,0.233
push_ups,tricep_extension,0.089
push_ups,tricep_extension,0.073
push_ups,tricep_extension,0.068
push_ups,tricep_extension,0.041
push_ups,lateral_raise,0.146
push_ups,bicep_curl,0.095
push_ups,lateral_raise,0.138
push_ups,tricep_extension,0.063
push_ups,tricep_extension,0.126
push_ups,lateral_raise,0.014
push_ups,,0
push_ups,lateral_raise,0.001
push_ups,tricep_extension,0.084
push_ups,lateral_raise,0.185
push_ups,tricep_extension,0.077
push_ups,lateral_raise,0.13
push_ups,lateral_raise,0.077
push_ups,lateral_raise,0.058
push_ups,tricep_extension,0.159
push_ups,tricep_extension,0.225
push_ups,,0
push_ups,tricep_extension,0.271
push_ups,tricep_extension,0.022
push_ups,tricep_extension,0.208
push_ups,lateral_raise,0.124
push_ups,,0
push_ups,,0
push_ups,push_ups,0.026
push_ups,tricep_extension,0.084
push_ups,tricep_extension,0.155
push_ups,tricep_extension,0.097
push_ups,tricep_extension,0.19
push_ups,tricep_extension,0.091
push_ups,tricep_extension,0.031
push_ups,tricep_extension,0.182
push_ups,tricep_extension,0.276
push_ups,tricep_extension,0.203
push_ups,,0
push_ups,tricep_extension,0.313
push_ups,,0
push_ups,tricep_extension,0.019
push_ups,tricep_extension,0.258
push_ups,,0
push_ups,tricep_extension,0.106
push_ups,,0
push_ups,tricep_extension,0.013
push_ups,tricep_extension,0.182
push_ups,tricep_extension,0.11
push_ups,tricep_extension,0.078
push_ups,,0
push_ups,,0
push_ups,tricep_extension,0.01
push_ups,,0
push_ups,lateral_raise,0.058
push_ups,tricep_extension,0.008
push_ups,tricep_extension,0.065
push_ups,,0
push_ups,tricep_extension,0.059
push_ups,tricep_extension,0.122
push_ups,,0
push_ups,bicep_curl,0.121
push_ups,lateral_raise,0.034
push_ups,,0
push_ups,tricep_extension,0.059
push_ups,lateral_raise,0.107
push_ups,lateral_raise,0.161
push_ups,tricep_extension,0.054
push_ups,tricep_extension,0.037
push_ups,tricep_extension,0.095
push_ups,lateral_raise,0.263
push_ups,lateral_raise,0.064
push_ups,lateral_raise,0.118
push_ups,tricep_extension,0.154
push_ups,tricep_extension,0.011
push_ups,bicep_curl,0.103
push_ups,tricep_extension,0.15
push_ups,,0
push_ups,tricep_extension,0.072
push_ups,,0
push_ups,bicep_curl,0.12
push_ups,,0
push_ups,tricep_extension,0.156
push_ups,lateral_raise,0.0
push_ups,lateral_raise,0.015
push_ups,tricep_extension,0.006
push_ups,,0
push_ups,lateral_raise,0.08
push_ups,lateral_raise,0.074
push_ups,tricep_extension,0.085
push_ups,,0
push_ups,lateral_raise,0.066
push_ups,lateral_raise,0.117
push_ups,,0
push_ups,lateral_raise,0.016
push_ups,lateral_raise,0.039
push_ups,lateral_raise,0.065
push_ups,lateral_raise,0.081
push_ups,tricep_extension,0.061
push_ups,lateral_raise,0.136
push_ups,lateral_raise,0.067
push_ups,lateral_raise,0.041
push_ups,lateral_raise,0.186
push_ups,lateral_raise,0.066
push_ups,lateral_raise,0.124
push_ups,lateral_raise,0.013
push_ups,lateral_raise,0.132
push_ups,lateral_raise,0.124
push_ups,lateral_raise,0.092
push_ups,lateral_raise,0.112
push_ups,lateral_raise,0.045
push_ups,lateral_raise,0.043
push_ups,,0
push_ups,tricep_extension,0.067
push_ups,tricep_extension,0.045
push_ups,lateral_raise,0.054
push_ups,lateral_raise,0.239
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,tricep_extension,0.219
push_ups,,0
push_ups,tricep_extension,0.046
push_ups,tricep_extension,0.058
push_ups,tricep_extension,0.241
push_ups,tricep_extension,0.196
push_ups,,0
push_ups,tricep_extension,0.083
push_ups,tricep_extension,0.118
push_ups,tricep_extension,0.331
push_ups,tricep_extension,0.177
push_ups,tricep_extension,0.043
push_ups,push_ups,0.234
push_ups,,0
push_ups,tricep_extension,0.04
push_ups,tricep_extension,0.055
push_ups,,0
push_ups,tricep_extension,0.197
push_ups,,0
push_ups,tricep_extension,0.059
push_ups,tricep_extension,0.173
push_ups,,0
push_ups,tricep_extension,0.203
push_ups,tricep_extension,0.203
push_ups,,0
push_ups,tricep_extension,0.089
push_ups,,0
push_ups,,0
push_ups,tricep_extension,0.095
push_ups,,0
push_ups,tricep_extension,0.312
push_ups,tricep_extension,0.184
push_ups,tricep_extension,0.182
push_ups,,0
push_ups,tricep_extension,0.156
push_ups,tricep_extension,0.004
push_ups,tricep_extension,0.145
push_ups,tricep_extension,0.1
push_ups,tricep_extension,0.204
push_ups,tricep_extension,0.007
push_ups,tricep_extension,0.142
push_ups,tricep_extension,0.118
push_ups,tricep_extension,0.029
push_ups,,0
push_ups,,0
push_ups,,0
push_ups,tricep_extension,0.135
push_ups,tricep_extension,0.113
push_ups,lateral_raise,0.167
push_ups,lateral_raise,0.079
push_ups,tricep_extension,0.119
push_ups,push_ups,0.05
push_ups,tricep_extension,0.097
push_ups,bicep_curl,0.133
push_ups,tricep_extension,0.207
push_ups,push_ups,0.331
push_ups,tricep_extension,0.018
push_ups,push_ups,0.257
push_ups,tricep_extension,0.335
push_ups,tricep_extension,0.246
push_ups,tricep_extension,0.079
push_ups,tricep_extension,0.166
push_ups,tricep_extension,0.183
push_ups,tricep_extension,0.202
push_ups,tricep_extension,0.055
push_ups,tricep_extension,0.125
push_ups,,0
push_ups,tricep_extension,0.001
push_ups,tricep_extension,0.034
push_ups,tricep_extension,0.111
push_ups,tricep_extension,0.174
push_ups,tricep_extension,0.175
push_ups,,0
push_ups,tricep_extension,0.047
push_ups,,0
push_ups,,0
push_ups,tricep_extension,0.146
push_ups,,0
push_ups,,0
push_ups,tricep_extension,0.076
push_ups,tricep_extension,0.271
push_ups,,0
push_ups,lateral_raise,0.038
push_ups,,0
push_ups,tricep_extension,0.137
push_ups,lateral_raise,0.105
push_ups,,0
push_ups,tricep_extension,0.077
push_ups,tricep_extension,0.228
push_ups,tricep_extension,0.183
push_ups,lateral_raise,0.331
push_ups,tricep_extension,0.048
push_ups,,0
push_ups,bicep_curl,0.114
push_ups,tricep_extension,0.049
push_ups,tricep_extension,0.004
push_ups,tricep_extension,0.103
push_ups,tricep_extension,0.012
push_ups,tricep_extension,0.014
push_ups,tricep_extension,0.086
push_ups,tricep_extension,0.116
push_ups,,0
push_ups,lateral_raise,0.011
push_ups,lateral_raise,0.153
push_ups,,0
push_ups,tricep_extension,0.146
push_ups,tricep_extension,0.166
push_ups,tricep_extension,0.173
push_ups,lateral_raise,0.049
push_ups,,0
push_ups,tricep_extension,0.059
push_ups,lateral_raise,0.069
push_ups,,0
push_ups,tricep_extension,0.072
push_ups,tricep_extension,0.022
push_ups,,0
push_ups,push_ups,0.213
push_ups,lateral_raise,0.117
push_ups,lateral_raise,0.037
push_ups,tricep_extension,0.115
push_ups,lateral_raise,0.133
push_ups,lateral_raise,0.037
push_ups,lateral_raise,0.147
push_ups,lateral_raise,0.114
push_ups,lateral_raise,0.041
push_ups,tricep_extension,0.067
push_ups,lateral_raise,0.015
push_ups,,0
push_ups,tricep_extension,0.136
push_ups,tricep_extension,0.114
push_ups,lateral_raise,0.211
push_ups,tricep_extension,0.125
push_ups,tricep_extension,0.091
push_ups,tricep_extension,0.05
push_ups,push_ups,0.106
push_ups,,0
push_ups,,0
push_ups,tricep_extension,0.127
push_ups,tricep_extension,0.09
push_ups,lateral_raise,0.034
push_ups,tricep_extension,0.015
push_ups,,0
push_ups,lateral_raise,0.061
push_ups,,0
push_ups,lateral_raise,0.048
push_ups,,0
push_ups,,0
push_ups,lateral_raise,0.142
push_ups,,0
push_ups,,0
push_ups,lateral_raise,0.045
push_ups,,0
push_ups,tricep_extension,0.009
push_ups,tricep_extension,0.112
push_ups,lateral_raise,0.145
push_ups,lateral_raise,0.076
push_ups,,0
push_ups,lateral_raise,0.208
push_ups,lateral_raise,0.024
push_ups,,0
push_ups,lateral_raise,0.069
push_ups,lateral_raise,0.1
push_ups,,0
push_ups,lateral_raise,0.283
push_ups,lateral_raise,0.025
push_ups,,0
push_ups,lateral_raise,0.123
push_ups,lateral_raise,0.109
push_ups,lateral_raise,0.113
push_ups,lateral_raise,0.219
push_ups,tricep_extension,0.018
push_ups,lateral_raise,0.143
push_ups,lateral_raise,0.152
push_ups,lateral_raise,0.018
push_ups,lateral_raise,0.13
push_ups,lateral_raise,0.064
push_ups,tricep_extension,0.07
push_ups,bicep_curl,0.063
push_ups,bicep_curl,0.035
push_ups,,0
push_ups,tricep_extension,0.11
push_ups,,0
push_ups,tricep_extension,0.092
push_ups,tricep_extension,0.111
push_ups,lateral_raise,0.052
push_ups,lateral_raise,0.018
push_ups,tricep_extension,0.012
push_ups,tricep_extension,0.1
push_ups,tricep_extension,0.06
push_ups,tricep_extension,0.163
push_ups,lateral_raise,0.017
push_ups,tricep_extension,0.045
push_ups,tricep_extension,0.042
push_ups,lateral_raise,0.041
push_ups,tricep_extension,0.038
push_ups,lateral_raise,0.193
push_ups,lateral_raise,0.118
push_ups,,0
push_ups,,0
push_ups,lateral_raise,0.011
push_ups,,0
push_ups,lateral_raise,0.075
push_ups,lateral_raise,0.11
push_ups,lateral_raise,0.118
push_ups,,0
push_ups,tricep_extension,0.088
push_ups,lateral_raise,0.043
push_ups,lateral_raise,0.109
push_ups,lateral_raise,0.011
push_ups,lateral_raise,0.133
push_ups,,0
push_ups,,0
push_ups,lateral_raise,0.065
push_ups,tricep_extension,0.128
push_ups,tricep_extension,0.088
push_ups,tricep_extension,0.096
push_ups,tricep_extension,0.175
bicep_curl,,0
bicep_curl,,0
bicep_curl,tricep_extension,0.008
bicep_curl,bicep_curl,0.073
bicep_curl,lateral_raise,0.108
bicep_curl,tricep_extension,0.133
bicep_curl,lateral_raise,0.035
bicep_curl,bicep_curl,0.069
bicep_curl,tricep_extension,0.259
bicep_curl,tricep_extension,0.175
bicep_curl,lateral_raise,0.171
bicep_curl,lateral_raise,0.044
bicep_curl,lateral_raise,0.044
bicep_curl,lateral_raise,0.044
bicep_curl,tricep_extension,0.124
bicep_curl,tricep_extension,0.225
bicep_curl,,0
bicep_curl,lateral_raise,0.087
bicep_curl,bicep_curl,0.068
bicep_curl,tricep_extension,0.203
bicep_curl,tricep_extension,0.291
bicep_curl,tricep_extension,0.163
bicep_curl,bicep_curl,0.062
bicep_curl,bicep_curl,0.256
bicep_curl,bicep_curl,0.258
bicep_curl,tricep_extension,0.135
bicep_curl,bicep_curl,0.237
bicep_curl,bicep_curl,0.257
bicep_curl,bicep_curl,0.011
bicep_curl,bicep_curl,0.239
bicep_curl,bicep_curl,0.174
bicep_curl,bicep_curl,0.147
bicep_curl,bicep_curl,0.247
bicep_curl,bicep_curl,0.102
bicep_curl,bicep_curl,0.279
bicep_curl,bicep_curl,0.272
bicep_curl,bicep_curl,0.265
bicep_curl,tricep_extension,0.263
bicep_curl,tricep_extension,0.339
bicep_curl,bicep_curl,0.123
bicep_curl,lateral_raise,0.004
bicep_curl,,0
bicep_curl,,0
bicep_curl,bicep_curl,0.053
bicep_curl,,0
bicep_curl,lateral_raise,0.031
bicep_curl,lateral_raise,0.122
bicep_curl,bicep_curl,0.242
bicep_curl,,0
bicep_curl,,0
bicep_curl,,0
bicep_curl,lateral_raise,0.129
bicep_curl,tricep_extension,0.161
bicep_curl,tricep_extension,0.207
bicep_curl,tricep_extension,0.21
bicep_curl,lateral_raise,0.073
bicep_curl,bicep_curl,0.069
bicep_curl,tricep_extension,0.144
bicep_curl,bicep_curl,0.243
bicep_curl,bicep_curl,0.306
bicep_curl,bicep_curl,0.279
bicep_curl,bicep_curl,0.251
bicep_curl,bicep_curl,0.251
bicep_curl,bicep_curl,0.228
bicep_curl,bicep_curl,0.303
bicep_curl,bicep_curl,0.2
bicep_curl,tricep_extension,0.261
bicep_curl,bicep_curl,0.128
bicep_curl,bicep_curl,0.243
bicep_curl,tricep_extension,0.21
bicep_curl,bicep_curl,0.287
bicep_curl,bicep_curl,0.256
bicep_curl,bicep_curl,0.276
bicep_curl,tricep_extension,0.053
bicep_curl,bicep_curl,0.245
bicep_curl,bicep_curl,0.302
bicep_curl,push_ups,0.355
bicep_curl,bicep_curl,0.326
bicep_curl,push_ups,0.291
bicep_curl,bicep_curl,0.223
bicep_curl,bicep_curl,0.364
bicep_curl,bicep_curl,0.009
bicep_curl,bicep_curl,0.281
bicep_curl,bicep_curl,0.306
bicep_curl,tricep_extension,0.3
bicep_curl,push_ups,0.296
bicep_curl,tricep_extension,0.253
bicep_curl,,0
